                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.33393,                0.37653,                0.85351,                0.92417,                0.93282,                0.98534,                 0.8568,                  0.488,                0.35952,                0.95961,               5.91e-05,               5.91e-05,               5.91e-05
                    150,                 0.3486,                0.37968,                0.85944,                0.90936,                0.93596,                 0.9851,                0.86391,                0.48714,                0.39509,                0.96336,             5.8026e-05,             5.8026e-05,             5.8026e-05
                    151,                0.34014,                0.37779,                0.85844,                0.83671,                0.96868,                 0.9907,                0.84662,                0.50339,                0.39616,                0.96244,             5.6952e-05,             5.6952e-05,             5.6952e-05
                    152,                0.32504,                0.36069,                0.85248,                 0.8621,                 0.9735,                0.98804,                0.85021,                0.49464,                0.38859,                 0.9572,             5.5878e-05,             5.5878e-05,             5.5878e-05
                    153,                 0.3379,                0.36736,                0.86438,                0.87868,                0.97116,                0.99336,                0.86338,                0.49709,                0.38256,                0.96354,             5.4803e-05,             5.4803e-05,             5.4803e-05
                    154,                0.33981,                0.38253,                0.86811,                0.88624,                 0.9471,                0.98543,                0.86463,                0.49068,                0.37161,                0.96273,             5.3729e-05,             5.3729e-05,             5.3729e-05
                    155,                0.33229,                0.36615,                0.85573,                0.81475,                0.96386,                0.98277,                 0.8667,                0.48203,                0.37107,                0.95892,             5.2655e-05,             5.2655e-05,             5.2655e-05
                    156,                0.31736,                0.36708,                0.85638,                0.82461,                0.98612,                 0.9907,                0.85861,                0.48526,                0.36541,                0.96511,             5.1581e-05,             5.1581e-05,             5.1581e-05
                    157,                 0.3428,                0.36935,                0.85872,                0.85841,                0.97879,                 0.9907,                0.85302,                0.49318,                 0.3656,                0.97206,             5.0507e-05,             5.0507e-05,             5.0507e-05
                    158,                0.33813,                0.36135,                0.85141,                0.87547,                0.97131,                0.99177,                 0.8557,                0.50097,                0.37656,                0.96575,             4.9433e-05,             4.9433e-05,             4.9433e-05
                    159,                0.32648,                 0.3672,                0.86169,                0.90762,                0.92822,                0.99444,                0.86043,                0.48894,                 0.3847,                0.96255,             4.8358e-05,             4.8358e-05,             4.8358e-05
                    160,                0.31686,                0.34875,                0.84423,                0.92065,                0.93177,                0.99259,                0.85424,                0.48683,                0.35562,                0.96229,             4.7284e-05,             4.7284e-05,             4.7284e-05
                    161,                0.31915,                0.35378,                0.85592,                0.91991,                0.94205,                0.99444,                0.83818,                0.48745,                0.33946,                0.96873,              4.621e-05,              4.621e-05,              4.621e-05
                    162,                0.32979,                0.36268,                0.85854,                0.92452,                0.94053,                0.99444,                0.85243,                0.50424,                0.35226,                0.97085,             4.5136e-05,             4.5136e-05,             4.5136e-05
                    163,                0.32141,                0.35706,                0.85574,                0.93673,                0.93778,                0.99444,                0.85432,                0.49889,                0.33975,                 0.9684,             4.4062e-05,             4.4062e-05,             4.4062e-05
                    164,                0.31477,                0.34721,                0.85309,                0.93562,                0.94157,                0.99444,                0.83826,                0.51237,                0.32639,                0.97194,             4.2988e-05,             4.2988e-05,             4.2988e-05
                    165,                0.32935,                0.36322,                0.85236,                0.89066,                0.97254,                0.99336,                0.83841,                0.50027,                0.34282,                0.97007,             4.1914e-05,             4.1914e-05,             4.1914e-05
                    166,                0.33725,                0.35755,                0.86073,                0.92939,                0.97293,                0.99177,                0.84118,                0.49501,                0.34084,                0.96505,             4.0839e-05,             4.0839e-05,             4.0839e-05
                    167,                0.31595,                0.35188,                0.85958,                0.91407,                0.97391,                0.99177,                0.84557,                0.50453,                 0.3424,                0.96747,             3.9765e-05,             3.9765e-05,             3.9765e-05
                    168,                0.33295,                0.36675,                0.85852,                0.87934,                0.97698,                0.99272,                0.84915,                 0.4948,                0.34601,                0.96863,             3.8691e-05,             3.8691e-05,             3.8691e-05
                    169,                0.31613,                0.34359,                0.85241,                0.93967,                0.94254,                0.99444,                0.85689,                0.49258,                0.34559,                0.96201,             3.7617e-05,             3.7617e-05,             3.7617e-05
                    170,                0.31732,                0.34326,                0.85648,                0.88976,                0.97918,                0.99444,                0.85111,                0.50094,                0.34085,                0.96825,             3.6543e-05,             3.6543e-05,             3.6543e-05
                    171,                0.32789,                0.35404,                0.85178,                0.89643,                0.97475,                0.99444,                0.84812,                0.48518,                0.33939,                0.96424,             3.5469e-05,             3.5469e-05,             3.5469e-05
                    172,                0.34192,                0.36491,                0.86583,                0.87247,                0.98443,                0.99177,                0.84284,                0.49312,                0.34099,                 0.9608,             3.4395e-05,             3.4395e-05,             3.4395e-05
                    173,                0.32523,                0.34741,                0.86042,                0.90714,                0.93679,                0.98249,                0.85378,                0.47271,                0.34028,                0.95944,              3.332e-05,              3.332e-05,              3.332e-05
                    174,                0.33321,                0.35097,                0.85874,                0.85596,                0.97391,                0.98249,                0.86367,                 0.4779,                0.34599,                0.95917,             3.2246e-05,             3.2246e-05,             3.2246e-05
                    175,                0.32372,                0.34534,                0.85524,                0.84651,                0.97293,                0.98515,                  0.867,                0.48197,                0.33692,                0.95894,             3.1172e-05,             3.1172e-05,             3.1172e-05
                    176,                0.32316,                0.33659,                0.85079,                0.90287,                0.97671,                0.99444,                0.85428,                  0.495,                0.34092,                0.96455,             3.0098e-05,             3.0098e-05,             3.0098e-05
                    177,                0.30963,                0.33008,                0.85189,                0.88502,                0.98129,                0.99444,                0.85263,                0.49077,                0.34224,                0.96446,             2.9024e-05,             2.9024e-05,             2.9024e-05
                    178,                0.31435,                 0.3399,                0.85975,                 0.8714,                0.98321,                0.99444,                0.86374,                0.47928,                0.33977,                0.96522,              2.795e-05,              2.795e-05,              2.795e-05
                    179,                 0.3063,                0.32758,                0.84827,                0.88297,                0.98129,                0.99444,                0.86659,                 0.4884,                0.33201,                0.96912,             2.6875e-05,             2.6875e-05,             2.6875e-05
                    180,                0.30967,                0.33914,                 0.8547,                0.91049,                0.97221,                0.99336,                0.86718,                0.48721,                 0.3461,                0.96453,             2.5801e-05,             2.5801e-05,             2.5801e-05
                    181,                0.31803,                0.34491,                0.85831,                0.92137,                 0.9734,                0.99444,                 0.8644,                0.49067,                 0.3432,                0.96358,             2.4727e-05,             2.4727e-05,             2.4727e-05
                    182,                0.30411,                0.33122,                0.84928,                0.92413,                0.97358,                0.99177,                0.86139,                0.49809,                0.34174,                0.96937,             2.3653e-05,             2.3653e-05,             2.3653e-05
                    183,                0.30222,                0.32228,                0.84794,                0.89674,                0.97833,                0.99444,                 0.8637,                0.49962,                0.33406,                0.96494,             2.2579e-05,             2.2579e-05,             2.2579e-05
                    184,                0.31004,                0.34497,                0.84197,                0.94144,                0.93765,                0.99444,                0.86412,                0.49613,                0.33247,                 0.9609,             2.1505e-05,             2.1505e-05,             2.1505e-05
                    185,                0.31321,                0.33055,                0.85622,                0.93938,                0.93525,                0.99444,                0.86231,                0.49845,                0.34131,                0.96278,             2.0431e-05,             2.0431e-05,             2.0431e-05
                    186,                0.31915,                0.33742,                0.84669,                0.92179,                0.94223,                0.99177,                0.86366,                0.48667,                0.34031,                0.96261,             1.9356e-05,             1.9356e-05,             1.9356e-05
                    187,                0.31606,                0.34235,                0.85037,                 0.9062,                0.94272,                0.99315,                0.86711,                0.48924,                0.34287,                0.96525,             1.8282e-05,             1.8282e-05,             1.8282e-05
                    188,                0.31076,                0.33614,                0.85692,                0.93444,                 0.9252,                0.99336,                0.85994,                0.48621,                0.33635,                0.96504,             1.7208e-05,             1.7208e-05,             1.7208e-05
                    189,                0.32521,                0.34549,                 0.8608,                 0.9411,                0.92955,                0.99444,                0.86049,                0.48585,                0.33983,                0.96606,             1.6134e-05,             1.6134e-05,             1.6134e-05
                    190,                0.30573,                0.33524,                0.84787,                0.94255,                0.93252,                0.99444,                0.86238,                0.48332,                 0.3332,                0.96658,              1.506e-05,              1.506e-05,              1.506e-05
                    191,                0.39338,                0.47518,                0.86956,                0.87766,                0.96465,                0.98543,                0.86668,                0.47807,                0.34424,                0.96573,             1.3986e-05,             1.3986e-05,             1.3986e-05
                    192,                0.36574,                0.43823,                0.86127,                 0.8756,                0.96824,                0.99336,                0.86535,                0.49036,                0.36198,                 0.9677,             1.2912e-05,             1.2912e-05,             1.2912e-05
                    193,                0.35491,                0.42708,                0.86663,                0.95424,                0.90915,                0.99257,                0.86576,                0.48062,                0.36189,                0.96615,             1.1837e-05,             1.1837e-05,             1.1837e-05
                    194,                0.34312,                0.40973,                0.84336,                0.94766,                0.91333,                0.99257,                0.86469,                0.48645,                0.35962,                0.96832,             1.0763e-05,             1.0763e-05,             1.0763e-05
                    195,                0.33833,                0.39775,                0.84276,                0.94402,                0.91587,                0.99444,                0.86554,                0.48572,                0.35781,                0.96809,             9.6891e-06,             9.6891e-06,             9.6891e-06
                    196,                0.34229,                0.39528,                0.84973,                0.93876,                0.91919,                0.99336,                 0.8665,                0.48449,                0.36058,                0.96846,             8.6149e-06,             8.6149e-06,             8.6149e-06
                    197,                0.33259,                0.40935,                 0.8487,                0.92739,                0.92152,                0.99336,                0.86114,                0.48847,                0.36719,                 0.9696,             7.5408e-06,             7.5408e-06,             7.5408e-06
                    198,                0.33736,                0.39999,                0.84322,                 0.9203,                0.92535,                0.99336,                0.85646,                0.49088,                 0.3655,                0.96856,             6.4666e-06,             6.4666e-06,             6.4666e-06
                    199,                0.33919,                0.38741,                0.83243,                0.91624,                0.92431,                0.99257,                0.85636,                 0.4897,                0.36566,                0.96691,             5.3925e-06,             5.3925e-06,             5.3925e-06
                    200,                0.32678,                0.38915,                0.86166,                0.90954,                0.92482,                0.99257,                 0.8589,                0.48563,                0.36609,                0.96446,             4.3183e-06,             4.3183e-06,             4.3183e-06
