                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.53005,                0.73668,                0.89477,                0.92396,                0.99865,                  0.995,                0.91367,                0.45626,                0.34857,                0.83612,             0.00010079,             0.00010079,             0.00010079
                    146,                  0.589,                0.71577,                0.90419,                0.91592,                      1,                  0.995,                0.91848,                0.45774,                0.33131,                0.84349,             9.9084e-05,             9.9084e-05,             9.9084e-05
                    147,                0.55847,                0.70032,                0.89213,                0.92803,                0.99785,                  0.995,                 0.9192,                0.46706,                0.32588,                0.84484,             9.7376e-05,             9.7376e-05,             9.7376e-05
                    148,                0.56803,                0.70478,                0.89828,                0.93719,                0.99474,                  0.995,                0.91378,                0.46821,                0.32511,                0.84317,             9.5669e-05,             9.5669e-05,             9.5669e-05
                    149,                0.57735,                0.74384,                0.90572,                0.93194,                0.99455,                  0.995,                0.90509,                0.47123,                0.32578,                0.83903,             9.3961e-05,             9.3961e-05,             9.3961e-05
                    150,                0.54265,                0.71104,                0.87006,                0.92784,                0.99449,                  0.995,                0.87591,                0.49457,                0.33198,                0.84224,             9.2253e-05,             9.2253e-05,             9.2253e-05
                    151,                0.54932,                0.73585,                 0.8942,                0.89961,                0.99932,                  0.995,                 0.8823,                0.48314,                0.32536,                 0.8431,             9.0545e-05,             9.0545e-05,             9.0545e-05
                    152,                0.56424,                0.73394,                0.90054,                0.86417,                      1,                  0.995,                0.90031,                0.44667,                0.33397,                0.83247,             8.8837e-05,             8.8837e-05,             8.8837e-05
                    153,                0.55633,                0.75471,                0.90923,                0.85414,                      1,                  0.995,                0.91046,                0.43323,                0.34406,                0.82807,              8.713e-05,              8.713e-05,              8.713e-05
                    154,                0.56831,                0.72023,                 0.8881,                0.88304,                0.99573,                  0.995,                0.91177,                0.44896,                0.34234,                0.83353,             8.5422e-05,             8.5422e-05,             8.5422e-05
                    155,                0.55073,                0.71267,                0.90568,                0.91391,                0.99146,                  0.995,                0.90945,                0.43892,                 0.3271,                0.83297,             8.3714e-05,             8.3714e-05,             8.3714e-05
                    156,                0.56655,                0.69601,                0.88901,                0.91718,                0.99057,                  0.995,                 0.9098,                0.43881,                0.32795,                0.83219,             8.2006e-05,             8.2006e-05,             8.2006e-05
                    157,                0.55127,                0.70375,                 0.8755,                0.89745,                0.99136,                  0.995,                 0.9092,                0.45944,                0.33569,                0.83639,             8.0299e-05,             8.0299e-05,             8.0299e-05
                    158,                0.52409,                0.65921,                0.88588,                 0.8782,                0.99263,                  0.995,                0.90253,                0.47068,                0.33771,                0.84055,             7.8591e-05,             7.8591e-05,             7.8591e-05
                    159,                0.56449,                0.70244,                0.90073,                0.87224,                0.99464,                  0.995,                0.89923,                 0.4851,                0.33737,                0.84213,             7.6883e-05,             7.6883e-05,             7.6883e-05
                    160,                0.53405,                0.72559,                0.88964,                0.88708,                0.99605,                  0.995,                0.90573,                0.47627,                0.33001,                0.83705,             7.5175e-05,             7.5175e-05,             7.5175e-05
                    161,                0.54573,                0.68418,                0.90495,                0.91706,                0.99271,                  0.995,                0.89461,                0.46174,                0.32494,                0.83342,             7.3468e-05,             7.3468e-05,             7.3468e-05
                    162,                 0.5304,                0.68037,                0.88858,                0.93402,                0.98926,                  0.995,                0.90987,                 0.4461,                0.32303,                0.82771,              7.176e-05,              7.176e-05,              7.176e-05
                    163,                0.54345,                0.67315,                 0.9065,                0.93977,                0.98603,                  0.995,                0.90173,                0.44651,                 0.3242,                0.82423,             7.0052e-05,             7.0052e-05,             7.0052e-05
                    164,                0.52556,                0.67018,                0.86881,                0.93597,                 0.9849,                  0.995,                 0.8992,                0.44989,                0.31594,                0.82301,             6.8344e-05,             6.8344e-05,             6.8344e-05
                    165,                0.52018,                0.63827,                0.87728,                0.92803,                0.98762,                  0.995,                0.89406,                0.44787,                0.31707,                0.82332,             6.6637e-05,             6.6637e-05,             6.6637e-05
                    166,                0.53886,                0.64929,                0.88439,                0.93035,                0.98943,                  0.995,                0.89719,                0.44521,                  0.316,                0.82213,             6.4929e-05,             6.4929e-05,             6.4929e-05
                    167,                0.54109,                0.65942,                0.88178,                0.93934,                0.98931,                  0.995,                0.89848,                0.45446,                0.31985,                 0.8224,             6.3221e-05,             6.3221e-05,             6.3221e-05
                    168,                0.51665,                0.64646,                0.87612,                0.95185,                0.98499,                  0.995,                0.89745,                 0.4456,                0.31829,                 0.8214,             6.1514e-05,             6.1514e-05,             6.1514e-05
                    169,                0.52389,                0.68491,                0.88029,                0.95485,                0.97937,                  0.995,                 0.8963,                0.44868,                0.32299,                 0.8232,             5.9806e-05,             5.9806e-05,             5.9806e-05
                    170,                0.56097,                0.70451,                0.89507,                0.95931,                0.97698,                  0.995,                0.90472,                0.44981,                0.31908,                0.82193,             5.8098e-05,             5.8098e-05,             5.8098e-05
                    171,                0.53058,                0.67886,                0.88178,                0.95372,                0.98238,                  0.995,                0.90538,                0.43768,                 0.3174,                0.81767,              5.639e-05,              5.639e-05,              5.639e-05
                    172,                 0.5315,                 0.7124,                0.89991,                0.95319,                0.98465,                  0.995,                0.91147,                0.42174,                0.31399,                0.81554,             5.4683e-05,             5.4683e-05,             5.4683e-05
                    173,                0.52983,                0.70597,                0.87919,                0.94919,                0.98511,                  0.995,                0.90989,                0.42268,                0.30969,                0.81643,             5.2975e-05,             5.2975e-05,             5.2975e-05
                    174,                 0.5101,                0.65472,                0.88237,                0.94664,                0.98489,                  0.995,                0.90996,                0.42785,                0.31294,                0.81773,             5.1267e-05,             5.1267e-05,             5.1267e-05
                    175,                 0.5173,                0.66098,                0.88055,                0.94692,                0.98494,                  0.995,                0.91304,                0.41957,                0.31363,                0.81749,             4.9559e-05,             4.9559e-05,             4.9559e-05
                    176,                0.53751,                0.67875,                0.89911,                0.95184,                0.98356,                  0.995,                0.90977,                0.41607,                0.30981,                0.81624,             4.7852e-05,             4.7852e-05,             4.7852e-05
                    177,                0.51191,                0.68242,                0.88495,                0.95355,                0.98372,                  0.995,                 0.9119,                0.43203,                0.31532,                0.81658,             4.6144e-05,             4.6144e-05,             4.6144e-05
                    178,                0.53782,                0.67574,                0.88911,                0.93641,                0.98921,                  0.995,                0.91188,                0.43319,                0.31196,                 0.8174,             4.4436e-05,             4.4436e-05,             4.4436e-05
                    179,                  0.501,                 0.6717,                0.87109,                0.92341,                0.99434,                  0.995,                0.91554,                0.42211,                0.31198,                0.81717,             4.2728e-05,             4.2728e-05,             4.2728e-05
                    180,                0.54793,                0.69067,                0.90428,                0.92463,                0.99239,                  0.995,                0.92692,                0.41285,                0.30953,                0.81591,              4.102e-05,              4.102e-05,              4.102e-05
                    181,                0.52207,                0.66469,                 0.8866,                0.93442,                0.98751,                  0.995,                 0.9343,                0.40837,                0.30674,                0.81554,             3.9313e-05,             3.9313e-05,             3.9313e-05
                    182,                0.51103,                0.66695,                0.87993,                 0.9447,                0.98528,                  0.995,                0.93247,                0.41392,                0.30929,                0.81731,             3.7605e-05,             3.7605e-05,             3.7605e-05
                    183,                0.49457,                0.64455,                0.86995,                0.94868,                0.98439,                  0.995,                0.92772,                0.41933,                0.30834,                0.81769,             3.5897e-05,             3.5897e-05,             3.5897e-05
                    184,                0.48782,                0.64668,                0.86415,                0.94164,                0.98606,                  0.995,                0.92276,                0.41635,                0.30152,                0.81707,             3.4189e-05,             3.4189e-05,             3.4189e-05
                    185,                0.48828,                0.62093,                0.86741,                0.93365,                0.98857,                  0.995,                0.92588,                0.41774,                0.30191,                0.81617,             3.2482e-05,             3.2482e-05,             3.2482e-05
                    186,                0.49517,                0.64638,                0.87126,                0.92723,                0.99159,                  0.995,                0.93087,                 0.4158,                0.29919,                0.81651,             3.0774e-05,             3.0774e-05,             3.0774e-05
                    187,                0.50136,                0.59872,                 0.8855,                 0.9216,                0.99449,                  0.995,                 0.9314,                0.41025,                0.29902,                  0.817,             2.9066e-05,             2.9066e-05,             2.9066e-05
                    188,                0.51615,                0.64794,                0.87917,                0.92104,                0.99596,                  0.995,                0.92346,                 0.4073,                0.29508,                0.81659,             2.7358e-05,             2.7358e-05,             2.7358e-05
                    189,                0.50943,                 0.6433,                  0.893,                  0.922,                0.99717,                  0.995,                0.92375,                0.40322,                0.29472,                 0.8167,             2.5651e-05,             2.5651e-05,             2.5651e-05
                    190,                0.50592,                0.63586,                0.87802,                0.93035,                0.99559,                  0.995,                0.93186,                0.39788,                0.29667,                0.81387,             2.3943e-05,             2.3943e-05,             2.3943e-05
                    191,                 0.6134,                  1.017,                 0.9128,                0.94057,                0.99469,                  0.995,                 0.9314,                0.40237,                 0.3011,                0.81349,             2.2235e-05,             2.2235e-05,             2.2235e-05
                    192,                0.56373,                0.95855,                0.88773,                0.95154,                0.99206,                  0.995,                0.92672,                0.41535,                0.30632,                0.81601,             2.0528e-05,             2.0528e-05,             2.0528e-05
                    193,                0.56758,                 0.9536,                0.91674,                0.95287,                0.99124,                  0.995,                0.91944,                0.43002,                0.31142,                0.81847,              1.882e-05,              1.882e-05,              1.882e-05
                    194,                0.57477,                0.95486,                0.89754,                0.95179,                0.98936,                  0.995,                0.91053,                0.44023,                0.31608,                0.82042,             1.7112e-05,             1.7112e-05,             1.7112e-05
                    195,                0.54605,                0.93685,                 0.9069,                0.95226,                0.98755,                  0.995,                0.90815,                0.43644,                0.31738,                0.82108,             1.5404e-05,             1.5404e-05,             1.5404e-05
                    196,                0.54159,                0.93899,                0.89434,                0.95324,                 0.9864,                  0.995,                0.91788,                 0.4269,                0.31456,                0.82008,             1.3697e-05,             1.3697e-05,             1.3697e-05
                    197,                0.53294,                0.92086,                0.88596,                0.95337,                0.98578,                  0.995,                0.92714,                0.42096,                0.31521,                0.82009,             1.1989e-05,             1.1989e-05,             1.1989e-05
                    198,                0.52907,                0.92397,                 0.8912,                0.95315,                0.98551,                  0.995,                0.92741,                0.42108,                0.31315,                0.82091,             1.0281e-05,             1.0281e-05,             1.0281e-05
                    199,                0.54815,                0.93941,                0.88939,                0.95284,                 0.9856,                  0.995,                0.92965,                0.42226,                0.31341,                0.82197,             8.5733e-06,             8.5733e-06,             8.5733e-06
                    200,                0.51448,                0.91767,                0.89969,                0.95293,                0.98604,                  0.995,                0.92355,                0.42378,                0.30995,                 0.8228,             6.8655e-06,             6.8655e-06,             6.8655e-06
