                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.63391,                 1.5087,                0.96401,                0.78924,                0.80672,                0.93651,                0.70385,                0.68915,                 0.9425,                0.98816,             0.00020902,             0.00020902,             0.00020902
                     19,                0.58419,                 1.4733,                0.94539,                0.70047,                 0.9388,                0.91366,                0.68361,                0.70137,                0.92044,                0.97724,              0.0002079,              0.0002079,              0.0002079
                     20,                0.58472,                 1.4237,                0.95739,                0.77615,                0.85422,                0.91768,                0.71039,                0.65574,                0.94226,                0.96967,             0.00020677,             0.00020677,             0.00020677
                     21,                0.58278,                 1.4154,                0.94521,                0.66819,                0.90161,                0.94576,                0.72027,                0.69675,                0.97116,                0.98051,             0.00020565,             0.00020565,             0.00020565
                     22,                0.59374,                 1.4052,                 0.9434,                0.71446,                 0.9194,                0.94454,                0.69421,                 0.7489,                 1.0257,                 1.0039,             0.00020453,             0.00020453,             0.00020453
                     23,                0.60814,                 1.4092,                0.94923,                0.74044,                0.89429,                0.92394,                0.68644,                 0.6782,                0.86221,                0.97141,              0.0002034,              0.0002034,              0.0002034
                     24,                0.55961,                 1.3179,                0.94655,                0.68881,                0.89832,                 0.9125,                0.70779,                0.65772,                0.85517,                0.95444,             0.00020228,             0.00020228,             0.00020228
                     25,                0.56347,                 1.2419,                0.94334,                0.77037,                0.86942,                0.92009,                0.71009,                0.70582,                0.96303,                 1.0231,             0.00020116,             0.00020116,             0.00020116
                     26,                 0.5655,                 1.2384,                0.93698,                0.83307,                0.84229,                0.93882,                0.73578,                0.68623,                0.82676,                 1.0107,             0.00020003,             0.00020003,             0.00020003
                     27,                0.56855,                 1.2702,                0.93245,                0.78219,                0.86697,                0.94006,                0.72501,                0.67197,                0.79395,                0.96746,             0.00019891,             0.00019891,             0.00019891
                     28,                0.56171,                 1.1633,                 0.9297,                0.75437,                0.88864,                0.96028,                0.73813,                0.66721,                 0.9411,                0.98013,             0.00019779,             0.00019779,             0.00019779
                     29,                0.54536,                 1.1462,                0.92029,                0.75367,                0.89238,                0.93744,                0.72766,                0.71252,                0.80182,                 1.0015,             0.00019666,             0.00019666,             0.00019666
                     30,                0.55319,                  1.182,                0.92985,                0.73639,                0.86085,                0.93808,                0.71791,                0.70675,                0.88676,                0.99612,             0.00019554,             0.00019554,             0.00019554
                     31,                0.52822,                 1.0652,                0.90972,                0.67169,                0.95408,                0.92924,                0.70576,                0.68669,                0.88272,                0.98819,             0.00019441,             0.00019441,             0.00019441
                     32,                0.55254,                 1.0933,                0.93054,                0.74189,                0.92617,                0.94043,                0.70616,                0.68397,                0.72149,                0.99516,             0.00019329,             0.00019329,             0.00019329
                     33,                0.54896,                 1.1002,                0.92412,                0.72035,                0.91534,                0.94825,                0.72351,                0.70092,                0.84355,                0.97308,             0.00019217,             0.00019217,             0.00019217
                     34,                 0.5415,                 1.0454,                0.92072,                0.77078,                0.88582,                0.94317,                0.74276,                0.67379,                0.72528,                0.96264,             0.00019104,             0.00019104,             0.00019104
                     35,                0.55314,                 1.0609,                0.93451,                0.76942,                0.91297,                0.94321,                0.73033,                0.65691,                0.78197,                0.94929,             0.00018992,             0.00018992,             0.00018992
                     36,                0.51128,                 1.0039,                0.92615,                0.75878,                0.95752,                0.94797,                0.69618,                0.69783,                0.76799,                0.98413,              0.0001888,              0.0001888,              0.0001888
                     37,                0.52276,                 1.0053,                0.91187,                0.81191,                0.87351,                0.93998,                0.71721,                0.72013,                0.90156,                 1.0002,             0.00018767,             0.00018767,             0.00018767
                     38,                0.52588,                 1.0035,                0.91975,                0.76502,                0.90875,                0.95428,                0.73929,                0.64885,                 0.8463,                0.96372,             0.00018655,             0.00018655,             0.00018655
                     39,                0.51277,                0.94442,                0.90929,                0.78662,                0.87772,                0.93588,                0.71195,                0.66915,                0.79473,                0.97358,             0.00018542,             0.00018542,             0.00018542
                     40,                0.48035,                0.89971,                0.90199,                0.81901,                0.82456,                0.92316,                0.72306,                0.67664,                0.76381,                 0.9806,              0.0001843,              0.0001843,              0.0001843
                     41,                0.50971,                0.92786,                0.90726,                0.73286,                0.89824,                0.92541,                0.72742,                0.62652,                0.77021,                0.93575,             0.00018318,             0.00018318,             0.00018318
                     42,                0.51127,                0.95279,                0.91691,                0.85077,                0.87314,                0.95364,                0.74919,                0.63857,                 0.7548,                0.94285,             0.00018205,             0.00018205,             0.00018205
                     43,                0.50917,                0.89545,                0.90836,                0.73161,                 0.9321,                0.92802,                0.72162,                0.67736,                0.78808,                0.96311,             0.00018093,             0.00018093,             0.00018093
                     44,                0.48785,                0.89505,                0.90138,                0.77885,                0.89717,                0.93778,                 0.7538,                0.63108,                0.77763,                0.94468,             0.00017981,             0.00017981,             0.00017981
                     45,                0.48054,                0.84414,                0.89498,                0.75729,                0.90493,                0.93145,                0.72447,                0.62859,                0.82459,                0.94526,             0.00017868,             0.00017868,             0.00017868
                     46,                0.47718,                0.88601,                0.89397,                0.77709,                0.93129,                 0.9354,                0.72732,                0.65422,                0.85267,                 0.9461,             0.00017756,             0.00017756,             0.00017756
                     47,                0.48648,                0.82756,                0.90538,                0.84502,                0.87311,                0.93262,                 0.7329,                0.63351,                 0.8061,                0.95489,             0.00017644,             0.00017644,             0.00017644
                     48,                0.48081,                0.79684,                0.89593,                0.79431,                0.93241,                0.94531,                0.73107,                0.67531,                0.77046,                 0.9936,             0.00017531,             0.00017531,             0.00017531
                     49,                0.49326,                0.82625,                0.90549,                0.84808,                0.92271,                0.94082,                0.72107,                0.73163,                0.97485,                 1.0051,             0.00017419,             0.00017419,             0.00017419
                     50,                0.48716,                0.77755,                0.90341,                0.73182,                0.87302,                0.93186,                0.72257,                0.68481,                0.79283,                0.99642,             0.00017306,             0.00017306,             0.00017306
                     51,                0.48659,                0.79759,                0.89015,                0.80919,                0.89818,                0.93937,                0.72785,                0.63611,                0.74381,                 0.9598,             0.00017194,             0.00017194,             0.00017194
                     52,                0.47995,                0.79763,                0.90404,                0.73417,                0.90374,                0.93282,                0.70538,                0.68307,                0.72672,                0.97293,             0.00017082,             0.00017082,             0.00017082
                     53,                0.49384,                0.80948,                0.91558,                 0.7997,                0.89628,                 0.9424,                 0.7182,                0.63621,                0.74775,                0.95072,             0.00016969,             0.00016969,             0.00016969
                     54,                0.48319,                0.77552,                0.90032,                0.73862,                0.90256,                0.92839,                0.70627,                0.65452,                0.83033,                0.96684,             0.00016857,             0.00016857,             0.00016857
                     55,                0.48173,                0.76838,                0.91626,                0.80158,                0.89937,                0.93216,                0.71706,                0.63883,                0.79168,                0.95861,             0.00016745,             0.00016745,             0.00016745
                     56,                0.46209,                0.73999,                0.89298,                0.75163,                 0.9193,                0.91503,                0.70096,                0.69603,                0.87495,                0.98841,             0.00016632,             0.00016632,             0.00016632
                     57,                0.48679,                0.74185,                0.90371,                0.78155,                0.88915,                0.91589,                 0.7147,                0.64575,                0.90317,                0.97802,              0.0001652,              0.0001652,              0.0001652
                     58,                0.48972,                0.74645,                0.90472,                0.76949,                0.90411,                0.92362,                0.72184,                0.66028,                0.78284,                0.95252,             0.00016408,             0.00016408,             0.00016408
                     59,                0.46287,                0.71648,                0.88967,                0.81833,                 0.8839,                0.94051,                0.73891,                0.60819,                0.77287,                0.94208,             0.00016295,             0.00016295,             0.00016295
                     60,                0.45837,                0.71652,                0.88989,                 0.8432,                0.89621,                0.94663,                0.72555,                 0.6387,                0.73414,                0.95234,             0.00016183,             0.00016183,             0.00016183
                     61,                0.44981,                0.70175,                0.89713,                0.76653,                0.93642,                0.94701,                0.72796,                0.66058,                0.74233,                0.97677,              0.0001607,              0.0001607,              0.0001607
                     62,                0.46085,                0.71283,                0.88334,                0.74153,                0.93626,                 0.9436,                0.74111,                0.65827,                0.74747,                  0.962,             0.00015958,             0.00015958,             0.00015958
                     63,                0.45345,                0.69269,                0.89155,                0.77043,                0.93673,                0.93714,                0.70881,                0.65658,                 0.7767,                0.95187,             0.00015846,             0.00015846,             0.00015846
                     64,                0.44891,                0.67432,                0.88472,                0.82266,                0.92477,                0.94277,                0.72246,                0.64271,                0.77748,                0.95356,             0.00015733,             0.00015733,             0.00015733
                     65,                0.47248,                0.67368,                0.89459,                0.85698,                0.85031,                0.93941,                0.71081,                0.71359,                0.88986,                0.99402,             0.00015621,             0.00015621,             0.00015621
                     66,                0.45752,                0.66252,                  0.886,                0.82188,                 0.8769,                0.93962,                0.72217,                0.67438,                 0.7986,                0.97222,             0.00015509,             0.00015509,             0.00015509
                     67,                0.46187,                0.65988,                0.88487,                0.75721,                0.94226,                0.93841,                0.73917,                0.65702,                 0.8264,                0.95006,             0.00015396,             0.00015396,             0.00015396
                     68,                0.45539,                0.65672,                0.89242,                0.77312,                0.91235,                0.95021,                0.73621,                0.65281,                0.64657,                0.95348,             0.00015284,             0.00015284,             0.00015284
                     69,                0.46033,                0.64009,                0.89166,                 0.8168,                0.87156,                0.92495,                 0.7029,                0.64549,                0.81994,                0.93952,             0.00015172,             0.00015172,             0.00015172
                     70,                0.45292,                0.63532,                0.87628,                0.84532,                0.84682,                0.94356,                0.73452,                0.66055,                0.80509,                0.96842,             0.00015059,             0.00015059,             0.00015059
                     71,                0.44904,                0.64087,                0.89666,                0.81768,                0.92806,                0.94517,                0.73163,                0.65282,                0.65209,                0.95277,             0.00014947,             0.00014947,             0.00014947
                     72,                0.44838,                0.62408,                0.89259,                0.82365,                0.94296,                0.94527,                0.74833,                0.63939,                0.69711,                0.94987,             0.00014834,             0.00014834,             0.00014834
                     73,                0.43285,                0.61726,                0.88236,                0.77979,                0.94987,                0.94519,                0.73732,                 0.6306,                0.68347,                0.95332,             0.00014722,             0.00014722,             0.00014722
                     74,                0.44386,                0.60177,                0.89112,                0.84881,                0.86421,                0.92276,                0.71505,                0.69592,                0.87517,                0.99578,              0.0001461,              0.0001461,              0.0001461
                     75,                 0.4567,                0.61554,                0.88898,                0.77085,                0.91109,                0.94273,                0.74768,                0.67513,                0.74531,                0.97167,             0.00014497,             0.00014497,             0.00014497
                     76,                0.41544,                0.56825,                0.87929,                0.84865,                0.87486,                0.93779,                 0.7295,                0.67117,                0.78286,                0.96565,             0.00014385,             0.00014385,             0.00014385
                     77,                0.44769,                 0.5973,                0.88264,                0.81785,                0.90391,                0.94161,                0.73595,                0.66799,                0.80426,                0.96912,             0.00014273,             0.00014273,             0.00014273
                     78,                0.45195,                0.59858,                0.88909,                0.84791,                0.90247,                0.94067,                0.72968,                0.64516,                0.71767,                0.95292,              0.0001416,              0.0001416,              0.0001416
                     79,                0.44532,                0.58562,                0.88312,                0.76287,                0.92573,                0.92791,                 0.7216,                0.70077,                 0.7458,                0.99423,             0.00014048,             0.00014048,             0.00014048
                     80,                0.43524,                0.57555,                0.87955,                0.85907,                0.88551,                0.91529,                0.70608,                0.68403,                0.71969,                0.98232,             0.00013936,             0.00013936,             0.00013936
                     81,                0.42763,                 0.5612,                0.88086,                0.77632,                0.89752,                0.93464,                0.73007,                0.69226,                0.78888,                0.97639,             0.00013823,             0.00013823,             0.00013823
                     82,                0.42219,                  0.587,                0.87874,                0.84047,                0.86303,                0.93427,                0.72188,                0.67303,                0.80558,                0.97222,             0.00013711,             0.00013711,             0.00013711
                     83,                0.42224,                0.54916,                0.87853,                0.82547,                0.90669,                0.94156,                0.73764,                0.64491,                0.70163,                0.94947,             0.00013598,             0.00013598,             0.00013598
                     84,                0.42195,                0.55787,                0.87258,                0.81553,                0.92835,                 0.9475,                0.74969,                0.63992,                0.66634,                0.95207,             0.00013486,             0.00013486,             0.00013486
                     85,                0.41081,                 0.5445,                0.87409,                0.84212,                0.89892,                0.93226,                 0.7257,                0.65842,                0.65441,                0.96639,             0.00013374,             0.00013374,             0.00013374
                     86,                0.40768,                0.53876,                0.86741,                0.81043,                 0.9016,                0.92366,                0.71395,                0.67525,                0.75424,                0.97189,             0.00013261,             0.00013261,             0.00013261
                     87,                0.43388,                0.53484,                0.88241,                0.74981,                0.95341,                0.93877,                0.73259,                0.65261,                0.70296,                0.96135,             0.00013149,             0.00013149,             0.00013149
                     88,                0.42505,                0.54343,                0.88106,                0.87008,                0.87686,                0.92442,                  0.729,                 0.6363,                0.70174,                0.94783,             0.00013037,             0.00013037,             0.00013037
                     89,                0.41529,                0.53904,                0.88125,                0.84402,                0.88337,                0.93693,                0.73979,                0.64787,                0.70203,                0.94941,             0.00012924,             0.00012924,             0.00012924
                     90,                0.42157,                0.53219,                0.86622,                0.85113,                0.88801,                0.94163,                0.74784,                 0.6329,                0.61501,                  0.959,             0.00012812,             0.00012812,             0.00012812
                     91,                0.39958,                0.53132,                0.87008,                0.84284,                0.88621,                0.93858,                0.73241,                0.64863,                0.66437,                 0.9708,               0.000127,               0.000127,               0.000127
                     92,                0.40797,                0.52233,                0.87105,                0.83042,                0.90279,                0.93898,                0.73482,                0.62584,                0.69302,                0.94466,             0.00012587,             0.00012587,             0.00012587
                     93,                0.40061,                0.51046,                0.86534,                0.83109,                0.93594,                0.95086,                0.75685,                 0.6326,                0.67618,                0.94641,             0.00012475,             0.00012475,             0.00012475
                     94,                0.42231,                0.51843,                0.87619,                0.81105,                0.93175,                0.95563,                0.75292,                0.63511,                0.65015,                0.94769,             0.00012362,             0.00012362,             0.00012362
                     95,                0.40289,                0.51003,                0.87559,                0.77607,                 0.9475,                0.95573,                0.74477,                0.66047,                0.69459,                0.96748,              0.0001225,              0.0001225,              0.0001225
                     96,                0.41019,                0.52371,                0.87854,                0.80913,                0.91029,                0.95318,                 0.7409,                0.65334,                0.70068,                0.96144,             0.00012138,             0.00012138,             0.00012138
                     97,                 0.4096,                 0.5137,                0.87757,                0.83399,                0.87349,                0.94381,                0.73024,                0.64661,                0.73871,                0.95094,             0.00012025,             0.00012025,             0.00012025
                     98,                0.38535,                0.49063,                0.87135,                0.79424,                0.94301,                0.94718,                0.72892,                0.65903,                0.66418,                0.95272,             0.00011913,             0.00011913,             0.00011913
                     99,                0.40038,                0.49923,                0.86798,                0.88263,                0.85676,                0.94444,                0.73894,                0.65248,                0.77844,                0.96062,             0.00011801,             0.00011801,             0.00011801
                    100,                 0.4091,                 0.5032,                0.87726,                0.84039,                0.90111,                0.93958,                 0.7271,                0.61743,                0.76129,                   0.95,             0.00011688,             0.00011688,             0.00011688
                    101,                0.39486,                0.47764,                0.86231,                0.86231,                0.88531,                0.93723,                0.72523,                0.65177,                0.83192,                0.95817,             0.00011576,             0.00011576,             0.00011576
                    102,                0.40358,                0.48429,                0.87846,                0.85257,                0.91481,                0.93159,                 0.7296,                0.62264,                0.76405,                0.94308,             0.00011463,             0.00011463,             0.00011463
                    103,                0.41124,                 0.5055,                0.88087,                0.86539,                 0.8984,                0.92496,                0.74058,                0.64046,                 0.7421,                0.94909,             0.00011351,             0.00011351,             0.00011351
                    104,                0.40006,                0.50067,                0.87246,                0.88838,                0.89894,                0.92451,                0.72263,                0.66789,                 0.7661,                0.97002,             0.00011239,             0.00011239,             0.00011239
                    105,                0.38605,                0.47471,                0.87389,                0.83514,                0.91899,                0.93555,                0.72698,                0.62109,                 0.7012,                 0.9425,             0.00011126,             0.00011126,             0.00011126
                    106,                0.37435,                0.45501,                0.86241,                0.87278,                0.90583,                 0.9408,                0.74191,                0.63598,                0.73717,                0.95532,             0.00011014,             0.00011014,             0.00011014
                    107,                0.38775,                0.46969,                0.86341,                0.83021,                0.91499,                0.93079,                0.74054,                0.64911,                0.75722,                0.96075,             0.00010902,             0.00010902,             0.00010902
                    108,                0.40432,                0.49433,                0.87336,                0.84539,                0.91989,                0.94073,                0.74468,                0.65383,                0.68861,                0.97396,             0.00010789,             0.00010789,             0.00010789
                    109,                0.39188,                0.47299,                0.86409,                0.85016,                0.89298,                0.94832,                0.75219,                0.64932,                0.70169,                0.96672,             0.00010677,             0.00010677,             0.00010677
                    110,                0.36149,                0.44887,                0.86289,                0.81621,                0.92973,                0.93862,                0.74107,                0.66537,                 0.6875,                0.98762,             0.00010565,             0.00010565,             0.00010565
                    111,                0.37566,                0.44475,                0.86418,                0.86474,                0.90156,                0.93924,                0.74046,                0.66842,                 0.7202,                0.97313,             0.00010452,             0.00010452,             0.00010452
                    112,                0.38562,                0.46528,                0.86169,                0.86905,                0.90426,                0.93808,                0.74585,                0.66407,                0.69061,                0.96898,              0.0001034,              0.0001034,              0.0001034
                    113,                0.38694,                0.44844,                0.85716,                0.84985,                0.92564,                0.93735,                0.75183,                0.62574,                0.70089,                0.95064,             0.00010227,             0.00010227,             0.00010227
                    114,                 0.3678,                0.45034,                0.86227,                0.84715,                0.90936,                0.93547,                0.73832,                0.61348,                0.72901,                0.95669,             0.00010115,             0.00010115,             0.00010115
                    115,                0.38984,                0.46239,                0.86856,                0.82452,                0.89404,                0.94407,                0.74897,                0.63139,                0.71888,                0.95248,             0.00010003,             0.00010003,             0.00010003
                    116,                0.36954,                 0.4317,                0.84999,                0.83858,                 0.8971,                0.94915,                0.75443,                0.62681,                0.69429,                0.94809,             9.8904e-05,             9.8904e-05,             9.8904e-05
                    117,                0.37664,                0.44618,                0.86562,                0.88099,                0.87915,                0.95334,                0.74889,                0.65434,                0.76019,                0.95782,              9.778e-05,              9.778e-05,              9.778e-05
                    118,                0.38515,                0.44338,                0.86771,                0.78584,                0.95726,                0.94435,                0.74705,                 0.6461,                0.67107,                0.96934,             9.6657e-05,             9.6657e-05,             9.6657e-05
                    119,                0.36049,                0.43001,                0.85443,                0.84422,                0.93468,                0.94806,                0.75306,                0.65024,                0.69118,                0.97772,             9.5533e-05,             9.5533e-05,             9.5533e-05
                    120,                0.36615,                0.44056,                0.86298,                0.85218,                0.93472,                0.94123,                0.74187,                0.62854,                0.67938,                0.96414,             9.4409e-05,             9.4409e-05,             9.4409e-05
                    121,                0.36766,                0.42668,                0.86267,                0.84357,                0.92569,                0.93977,                0.74074,                 0.6326,                0.73474,                0.96533,             9.3286e-05,             9.3286e-05,             9.3286e-05
                    122,                0.37113,                0.43343,                0.86052,                0.88936,                0.85457,                 0.9245,                0.74168,                0.61298,                0.78058,                 0.9537,             9.2162e-05,             9.2162e-05,             9.2162e-05
                    123,                0.37237,                0.41981,                0.85895,                0.84676,                0.88989,                0.93998,                0.73666,                0.61673,                0.77553,                0.94466,             9.1038e-05,             9.1038e-05,             9.1038e-05
                    124,                0.35035,                0.41403,                0.85523,                 0.8284,                0.87006,                0.93736,                0.73445,                0.64882,                0.80053,                0.94907,             8.9915e-05,             8.9915e-05,             8.9915e-05
                    125,                0.38135,                0.43309,                0.85648,                0.88497,                0.86766,                0.94243,                0.74266,                0.61848,                0.70291,                 0.9441,             8.8791e-05,             8.8791e-05,             8.8791e-05
                    126,                 0.3629,                  0.426,                0.86203,                0.81922,                0.93471,                0.93722,                0.74841,                0.63313,                0.69589,                0.95827,             8.7667e-05,             8.7667e-05,             8.7667e-05
                    127,                0.36859,                0.42538,                0.86525,                 0.8424,                0.93541,                0.93924,                0.74401,                0.65386,                0.68344,                0.96315,             8.6544e-05,             8.6544e-05,             8.6544e-05
                    128,                0.37667,                0.43928,                0.86308,                0.89627,                0.87971,                0.95216,                0.75055,                0.64853,                0.62217,                0.95453,              8.542e-05,              8.542e-05,              8.542e-05
                    129,                0.35058,                0.41911,                0.86889,                 0.8942,                0.87703,                0.93087,                0.74286,                0.65267,                0.67289,                 0.9566,             8.4296e-05,             8.4296e-05,             8.4296e-05
                    130,                0.37849,                 0.4435,                0.86304,                0.88097,                0.86376,                 0.9343,                0.74856,                0.63847,                0.72002,                0.95562,             8.3173e-05,             8.3173e-05,             8.3173e-05
                    131,                0.37407,                0.43092,                0.86343,                0.79592,                 0.9306,                0.94122,                0.74408,                0.61077,                0.71296,                0.94103,             8.2049e-05,             8.2049e-05,             8.2049e-05
                    132,                0.35803,                0.41268,                0.85815,                0.79352,                0.93645,                0.94209,                0.75003,                0.62604,                0.77039,                0.94264,             8.0925e-05,             8.0925e-05,             8.0925e-05
                    133,                0.37102,                0.42347,                0.85661,                0.87975,                0.87039,                 0.9424,                0.75509,                0.63663,                0.73591,                0.94946,             7.9802e-05,             7.9802e-05,             7.9802e-05
                    134,                0.39397,                0.42471,                 0.8551,                0.84282,                0.92839,                0.94315,                0.75017,                0.64673,                0.68893,                0.96248,             7.8678e-05,             7.8678e-05,             7.8678e-05
                    135,                0.33834,                0.39358,                0.84295,                0.83713,                0.92166,                0.95272,                0.75728,                0.65917,                0.75418,                0.96258,             7.7555e-05,             7.7555e-05,             7.7555e-05
                    136,                 0.3594,                0.40083,                 0.8554,                0.81152,                0.92798,                 0.9509,                0.76414,                0.62617,                0.70966,                0.93596,             7.6431e-05,             7.6431e-05,             7.6431e-05
                    137,                 0.3496,                0.39817,                0.85345,                0.82039,                0.93643,                0.94876,                0.75169,                 0.6145,                0.65336,                0.93612,             7.5307e-05,             7.5307e-05,             7.5307e-05
                    138,                0.34627,                0.40292,                 0.8554,                0.86994,                0.87932,                0.94427,                0.75458,                0.62717,                0.65632,                0.93872,             7.4184e-05,             7.4184e-05,             7.4184e-05
                    139,                0.35395,                0.40825,                0.86014,                0.85786,                0.87624,                0.94693,                0.75239,                0.63667,                 0.6499,                0.94322,              7.306e-05,              7.306e-05,              7.306e-05
                    140,                0.34135,                0.40617,                0.84461,                0.86335,                0.88152,                0.94973,                0.75849,                0.61935,                0.66829,                0.94162,             7.1936e-05,             7.1936e-05,             7.1936e-05
                    141,                0.35264,                0.39635,                0.85813,                0.82412,                0.93744,                0.94476,                0.74978,                0.60456,                0.69848,                0.93259,             7.0813e-05,             7.0813e-05,             7.0813e-05
                    142,                0.35848,                0.40241,                0.84537,                0.87559,                0.86493,                0.94713,                0.75655,                0.61523,                0.65592,                0.93145,             6.9689e-05,             6.9689e-05,             6.9689e-05
                    143,                 0.3486,                0.40618,                0.85159,                0.82283,                0.93063,                0.94281,                0.75252,                0.63118,                0.67679,                0.94384,             6.8565e-05,             6.8565e-05,             6.8565e-05
                    144,                0.36095,                0.40228,                0.85128,                0.84667,                0.92207,                0.93772,                0.75503,                 0.6385,                0.70705,                0.96123,             6.7442e-05,             6.7442e-05,             6.7442e-05
                    145,                0.35544,                0.38411,                0.84704,                0.84463,                0.93332,                0.93751,                0.75057,                0.63446,                0.72405,                0.94871,             6.6318e-05,             6.6318e-05,             6.6318e-05
                    146,                0.34501,                 0.3801,                0.85404,                0.81239,                0.93317,                0.93903,                0.75837,                0.61372,                0.72231,                0.94001,             6.5194e-05,             6.5194e-05,             6.5194e-05
                    147,                 0.3429,                0.39791,                0.85277,                0.81397,                0.94055,                0.93344,                0.75351,                0.62581,                0.69761,                0.94017,             6.4071e-05,             6.4071e-05,             6.4071e-05
                    148,                0.34592,                0.39441,                0.84938,                0.82866,                0.94231,                0.93424,                 0.7484,                 0.6318,                0.69383,                0.94722,             6.2947e-05,             6.2947e-05,             6.2947e-05
                    149,                0.32725,                0.37936,                0.84217,                0.83952,                0.93366,                0.93183,                 0.7442,                0.60781,                 0.6868,                0.93495,             6.1823e-05,             6.1823e-05,             6.1823e-05
                    150,                0.33605,                0.38887,                 0.8534,                0.83164,                0.93956,                0.93524,                0.75039,                0.61106,                0.68771,                0.94014,               6.07e-05,               6.07e-05,               6.07e-05
                    151,                0.33278,                0.36775,                0.83933,                0.82419,                0.94052,                0.93494,                0.75113,                0.60333,                 0.7142,                0.93917,             5.9576e-05,             5.9576e-05,             5.9576e-05
                    152,                0.32721,                0.37873,                 0.8443,                0.81819,                0.93707,                0.93158,                0.74233,                0.62714,                0.73106,                 0.9465,             5.8452e-05,             5.8452e-05,             5.8452e-05
                    153,                0.33303,                0.38841,                0.85364,                0.86119,                0.93278,                0.94099,                0.74224,                0.61501,                0.66808,                0.94321,             5.7329e-05,             5.7329e-05,             5.7329e-05
                    154,                0.33179,                0.38435,                0.85351,                 0.8627,                0.92222,                0.93555,                0.74059,                0.62901,                0.72312,                0.95759,             5.6205e-05,             5.6205e-05,             5.6205e-05
                    155,                0.34149,                0.37695,                0.84192,                0.84851,                0.93684,                0.94247,                0.74555,                 0.6451,                0.73246,                0.96564,             5.5082e-05,             5.5082e-05,             5.5082e-05
                    156,                0.34829,                0.37252,                0.85683,                 0.8766,                0.92887,                0.94444,                0.74537,                0.63516,                0.71046,                0.95318,             5.3958e-05,             5.3958e-05,             5.3958e-05
