                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.33592,                0.37461,                0.85049,                0.85697,                 0.9369,                0.94162,                0.74751,                0.63771,                 0.7406,                0.95113,             5.2834e-05,             5.2834e-05,             5.2834e-05
                    158,                0.34274,                0.37683,                 0.8519,                0.81202,                0.94479,                0.93677,                0.75179,                0.62733,                0.71622,                0.93856,             5.1711e-05,             5.1711e-05,             5.1711e-05
                    159,                0.33465,                 0.3722,                0.84152,                0.82677,                0.94335,                0.93808,                0.75336,                0.61928,                0.70117,                0.93653,             5.0587e-05,             5.0587e-05,             5.0587e-05
                    160,                0.34457,                0.37381,                0.84739,                0.83629,                0.94246,                0.94195,                0.74339,                0.63341,                0.67117,                0.95893,             4.9463e-05,             4.9463e-05,             4.9463e-05
                    161,                0.32847,                0.36454,                0.85298,                0.83976,                0.94437,                 0.9423,                0.74915,                 0.6297,                0.66947,                0.95661,              4.834e-05,              4.834e-05,              4.834e-05
                    162,                0.34341,                0.38216,                0.84971,                0.85654,                 0.9427,                0.94574,                0.75064,                0.63459,                0.66904,                0.95601,             4.7216e-05,             4.7216e-05,             4.7216e-05
                    163,                0.32677,                0.37221,                0.84374,                0.84344,                0.94424,                 0.9432,                0.75104,                0.62795,                0.67477,                 0.9543,             4.6092e-05,             4.6092e-05,             4.6092e-05
                    164,                0.32842,                0.35605,                0.84323,                0.85153,                0.94083,                0.93875,                0.74452,                0.61835,                0.70588,                0.94167,             4.4969e-05,             4.4969e-05,             4.4969e-05
                    165,                0.34124,                0.37678,                0.84656,                0.86685,                 0.9386,                0.93872,                0.73926,                0.62556,                0.70633,                 0.9497,             4.3845e-05,             4.3845e-05,             4.3845e-05
                    166,                0.32772,                0.35923,                0.83973,                0.85925,                0.94104,                0.94847,                0.75631,                 0.6101,                0.67615,                0.94293,             4.2721e-05,             4.2721e-05,             4.2721e-05
                    167,                0.32876,                0.36336,                0.84742,                0.87256,                0.94059,                0.94083,                0.74548,                0.61616,                0.65726,                0.94849,             4.1598e-05,             4.1598e-05,             4.1598e-05
                    168,                0.32386,                0.35017,                0.84681,                0.85756,                0.93675,                 0.9401,                0.75187,                0.61879,                0.68294,                0.94878,             4.0474e-05,             4.0474e-05,             4.0474e-05
                    169,                0.33451,                0.36675,                0.84483,                0.87053,                0.93456,                0.93334,                0.74793,                 0.6221,                0.68465,                0.94727,              3.935e-05,              3.935e-05,              3.935e-05
                    170,                0.32628,                0.37632,                0.85493,                 0.8152,                0.94192,                0.93403,                 0.7453,                0.62522,                0.68804,                0.95022,             3.8227e-05,             3.8227e-05,             3.8227e-05
                    171,                0.32823,                0.36531,                0.83936,                0.84342,                0.94391,                 0.9423,                 0.7459,                0.63082,                0.67974,                 0.9469,             3.7103e-05,             3.7103e-05,             3.7103e-05
                    172,                0.32599,                0.36356,                0.85007,                0.88243,                0.93321,                0.93475,                0.74051,                0.62782,                 0.7341,                 0.9453,              3.598e-05,              3.598e-05,              3.598e-05
                    173,                0.30746,                0.35062,                0.83658,                0.87551,                0.93119,                0.93684,                 0.7465,                0.63024,                0.70729,                0.95487,             3.4856e-05,             3.4856e-05,             3.4856e-05
                    174,                0.31593,                0.36191,                0.84114,                0.85639,                0.93695,                 0.9366,                0.74549,                0.63101,                0.71273,                0.95693,             3.3732e-05,             3.3732e-05,             3.3732e-05
                    175,                0.31366,                0.34744,                0.84013,                0.84352,                0.93825,                0.92975,                0.73904,                 0.6354,                0.70211,                0.95717,             3.2609e-05,             3.2609e-05,             3.2609e-05
                    176,                0.31239,                0.34868,                0.84496,                0.86722,                0.93787,                0.93227,                0.73783,                0.61613,                0.69005,                0.95195,             3.1485e-05,             3.1485e-05,             3.1485e-05
                    177,                 0.3178,                0.35398,                0.84746,                0.87566,                0.93352,                0.93615,                0.74319,                0.63006,                 0.6934,                0.96035,             3.0361e-05,             3.0361e-05,             3.0361e-05
                    178,                0.31998,                 0.3474,                 0.8437,                 0.8761,                0.93185,                0.94061,                0.74806,                 0.6328,                0.70715,                0.96042,             2.9238e-05,             2.9238e-05,             2.9238e-05
                    179,                 0.3112,                0.33757,                0.84478,                0.87798,                0.92997,                0.93241,                0.74401,                0.63285,                0.70866,                0.96079,             2.8114e-05,             2.8114e-05,             2.8114e-05
                    180,                0.31354,                 0.3493,                0.83639,                0.87136,                0.92551,                0.93673,                0.74954,                0.63263,                0.70623,                0.95766,              2.699e-05,              2.699e-05,              2.699e-05
                    181,                0.31655,                0.35131,                0.83621,                0.85839,                0.92704,                0.93317,                0.74113,                0.65265,                0.74455,                0.96273,             2.5867e-05,             2.5867e-05,             2.5867e-05
                    182,                0.31576,                0.35373,                0.83891,                0.85431,                 0.9276,                0.93161,                 0.7393,                 0.6457,                0.72936,                0.96233,             2.4743e-05,             2.4743e-05,             2.4743e-05
                    183,                0.32168,                0.34591,                0.84491,                0.83814,                0.93237,                0.93261,                0.73732,                0.63157,                0.69081,                0.95274,             2.3619e-05,             2.3619e-05,             2.3619e-05
                    184,                0.31217,                0.35337,                0.84303,                0.86306,                0.93791,                0.93992,                0.74628,                0.63457,                0.69728,                0.95313,             2.2496e-05,             2.2496e-05,             2.2496e-05
                    185,                0.30831,                0.34655,                0.83849,                0.86019,                0.93556,                0.93836,                0.74618,                0.63206,                0.70947,                0.94946,             2.1372e-05,             2.1372e-05,             2.1372e-05
                    186,                 0.3152,                0.34981,                0.83956,                0.86434,                0.93498,                0.94117,                0.75418,                0.62491,                0.71229,                0.94401,             2.0248e-05,             2.0248e-05,             2.0248e-05
